,class,cap-diameter,cap-shape,cap-surface,cap-color,does-bruise-or-bleed,gill-attachment,gill-spacing,gill-color,stem-height,stem-width,stem-root,stem-surface,stem-color,veil-type,veil-color,has-ring,ring-type,spore-print-color,habitat,season
2609,e,5.63,c,h,n,f,e,c,w,12.73,12.78,b,s,n,u,w,f,f,k,d,u
2610,e,6.77,x,t,n,f,e,c,w,13.32,13.01,b,s,w,u,w,f,f,k,d,a
2611,e,5.26,x,h,n,f,e,c,w,10.8,11.56,b,s,w,u,w,f,f,k,d,a
2612,e,6.23,x,t,n,f,e,c,w,12.44,12.95,b,s,w,u,w,f,f,k,d,a
2613,e,6.56,c,h,n,f,e,c,w,12.23,11.7,b,s,w,u,w,f,f,k,d,u
2614,e,7.13,x,t,n,f,e,c,w,13.5,13.55,b,s,n,u,w,f,f,k,d,u
2615,e,5.34,x,t,n,f,e,c,w,11.38,12.42,b,s,n,u,w,f,f,k,d,a
2616,e,6.1,x,h,n,f,e,c,w,13.64,11.91,b,s,n,u,w,f,f,k,d,a
2617,e,6.12,x,t,n,f,e,c,w,12.0,11.94,b,s,n,u,w,f,f,k,d,u
2618,e,6.85,x,h,n,f,e,c,w,12.65,12.25,b,s,n,u,w,f,f,k,d,a
2619,e,5.57,c,h,n,f,e,c,w,11.77,11.61,b,s,w,u,w,f,f,k,d,a
2620,e,5.37,c,t,n,f,e,c,w,13.12,12.11,b,s,w,u,w,f,f,k,d,a
2621,e,6.05,x,t,n,f,e,c,w,12.4,12.03,b,s,w,u,w,f,f,k,d,a
2622,e,5.44,c,h,n,f,e,c,w,11.59,12.12,b,s,w,u,w,f,f,k,d,u
2623,e,5.77,x,h,n,f,e,c,w,12.51,13.54,b,s,w,u,w,f,f,k,d,u
2624,e,6.1,c,t,n,f,e,c,w,11.31,11.38,b,s,w,u,w,f,f,k,d,a
2625,e,7.76,x,t,n,f,e,c,w,13.27,13.51,b,s,n,u,w,f,f,k,d,u
2626,e,6.12,c,t,n,f,e,c,w,12.13,12.18,b,s,n,u,w,f,f,k,d,u
2627,e,6.4,c,h,n,f,e,c,w,12.26,12.22,b,s,n,u,w,f,f,k,d,a
2628,e,6.31,x,t,n,f,e,c,w,11.77,11.41,b,s,w,u,w,f,f,k,d,a
2629,e,4.79,x,t,n,f,e,c,w,12.97,12.65,b,s,w,u,w,f,f,k,d,u
2630,e,5.01,x,t,n,f,e,c,w,12.39,12.64,b,s,w,u,w,f,f,k,d,a
2631,e,6.13,x,h,n,f,e,c,w,13.24,13.02,b,s,n,u,w,f,f,k,d,u
2632,e,6.45,c,h,n,f,e,c,w,12.5,11.57,b,s,n,u,w,f,f,k,d,a
2633,e,5.94,x,t,n,f,e,c,w,12.28,12.63,b,s,n,u,w,f,f,k,d,a
2634,e,5.3,x,t,n,f,e,c,w,11.86,12.05,b,s,n,u,w,f,f,k,d,u
2635,e,4.66,x,h,n,f,e,c,w,11.22,11.06,b,s,n,u,w,f,f,k,d,u
2636,e,6.95,x,t,n,f,e,c,w,12.83,12.64,b,s,w,u,w,f,f,k,d,u
2637,e,5.89,c,h,n,f,e,c,w,11.22,11.94,b,s,n,u,w,f,f,k,d,u
2638,e,5.93,c,h,n,f,e,c,w,12.43,12.17,b,s,n,u,w,f,f,k,d,u
2639,e,7.47,x,t,n,f,e,c,w,12.89,13.41,b,s,w,u,w,f,f,k,d,u
2640,e,5.12,c,h,n,f,e,c,w,11.26,10.46,b,s,n,u,w,f,f,k,d,u
2641,e,6.41,c,t,n,f,e,c,w,13.04,12.97,b,s,w,u,w,f,f,k,d,u
2642,e,5.96,x,h,n,f,e,c,w,11.47,12.06,b,s,w,u,w,f,f,k,d,a
2643,e,4.62,x,h,n,f,e,c,w,11.07,10.54,b,s,w,u,w,f,f,k,d,a
2644,e,6.36,x,h,n,f,e,c,w,12.86,12.73,b,s,n,u,w,f,f,k,d,a
2645,e,5.32,x,t,n,f,e,c,w,11.93,12.69,b,s,w,u,w,f,f,k,d,a
2646,e,5.47,c,t,n,f,e,c,w,13.0,12.58,b,s,w,u,w,f,f,k,d,u
2647,e,6.61,x,h,n,f,e,c,w,12.91,12.54,b,s,w,u,w,f,f,k,d,a
2648,e,6.11,c,t,n,f,e,c,w,14.29,13.73,b,s,w,u,w,f,f,k,d,a
2649,e,6.51,x,h,n,f,e,c,w,12.74,12.46,b,s,n,u,w,f,f,k,d,a
2650,e,5.79,x,h,n,f,e,c,w,11.57,10.72,b,s,w,u,w,f,f,k,d,a
2651,e,7.32,c,t,n,f,e,c,w,13.96,14.34,b,s,w,u,w,f,f,k,d,a
2652,e,5.7,c,h,n,f,e,c,w,12.86,13.14,b,s,n,u,w,f,f,k,d,a
2653,e,6.5,c,t,n,f,e,c,w,12.87,13.29,b,s,n,u,w,f,f,k,d,a
2654,e,6.44,x,h,n,f,e,c,w,13.39,12.55,b,s,w,u,w,f,f,k,d,u
2655,e,5.31,c,h,n,f,e,c,w,12.4,12.42,b,s,w,u,w,f,f,k,d,u
2656,e,5.44,c,t,n,f,e,c,w,12.86,12.57,b,s,n,u,w,f,f,k,d,a
2657,e,7.05,c,h,n,f,e,c,w,12.86,12.49,b,s,n,u,w,f,f,k,d,a
2658,e,6.25,x,h,n,f,e,c,w,12.46,11.78,b,s,w,u,w,f,f,k,d,a
2659,e,6.21,x,t,n,f,e,c,w,12.34,12.86,b,s,w,u,w,f,f,k,d,a
2660,e,5.24,c,h,n,f,e,c,w,11.95,11.97,b,s,n,u,w,f,f,k,d,a
2661,e,5.78,x,h,n,f,e,c,w,12.02,13.11,b,s,w,u,w,f,f,k,d,u
2662,e,6.68,c,t,n,f,e,c,w,13.3,12.99,b,s,n,u,w,f,f,k,d,u
2663,e,7.12,x,t,n,f,e,c,w,12.65,12.15,b,s,n,u,w,f,f,k,d,u
2664,e,5.11,x,h,n,f,e,c,w,12.3,10.39,b,s,n,u,w,f,f,k,d,u
2665,e,6.83,c,h,n,f,e,c,w,13.0,13.32,b,s,n,u,w,f,f,k,d,u
2666,e,4.28,c,h,n,f,e,c,w,10.88,11.19,b,s,n,u,w,f,f,k,d,a
2667,e,6.07,x,t,n,f,e,c,w,12.77,12.68,b,s,n,u,w,f,f,k,d,u
2668,e,5.85,x,t,n,f,e,c,w,12.21,11.56,b,s,n,u,w,f,f,k,d,a
2669,e,6.57,c,h,n,f,e,c,w,12.75,12.7,b,s,n,u,w,f,f,k,d,a
2670,e,6.17,c,t,n,f,e,c,w,13.88,12.42,b,s,n,u,w,f,f,k,d,u
2671,e,6.43,x,h,n,f,e,c,w,12.95,13.39,b,s,w,u,w,f,f,k,d,u
2672,e,6.0,c,t,n,f,e,c,w,11.77,12.01,b,s,n,u,w,f,f,k,d,u
2673,e,5.42,x,h,n,f,e,c,w,12.03,11.62,b,s,w,u,w,f,f,k,d,a
2674,e,5.52,c,t,n,f,e,c,w,12.1,10.91,b,s,n,u,w,f,f,k,d,a
2675,e,5.51,c,t,n,f,e,c,w,12.62,12.38,b,s,n,u,w,f,f,k,d,u
2676,e,6.58,x,t,n,f,e,c,w,12.43,12.68,b,s,n,u,w,f,f,k,d,u
2677,e,5.71,c,h,n,f,e,c,w,12.6,12.7,b,s,n,u,w,f,f,k,d,u
2678,e,5.94,x,t,n,f,e,c,w,12.68,12.49,b,s,w,u,w,f,f,k,d,u
2679,e,6.3,x,t,n,f,e,c,w,12.09,12.31,b,s,n,u,w,f,f,k,d,a
2680,e,6.2,x,h,n,f,e,c,w,13.59,13.58,b,s,w,u,w,f,f,k,d,a
2681,e,6.42,c,t,n,f,e,c,w,12.18,12.54,b,s,w,u,w,f,f,k,d,a
2682,e,6.02,c,h,n,f,e,c,w,12.12,12.3,b,s,w,u,w,f,f,k,d,u
2683,e,6.43,c,t,n,f,e,c,w,12.12,12.62,b,s,n,u,w,f,f,k,d,a
2684,e,6.57,c,t,n,f,e,c,w,11.11,11.84,b,s,w,u,w,f,f,k,d,a
2685,e,6.88,c,h,n,f,e,c,w,12.22,13.56,b,s,w,u,w,f,f,k,d,u
2686,e,6.36,c,h,n,f,e,c,w,12.04,12.23,b,s,w,u,w,f,f,k,d,u
2687,e,6.74,x,t,n,f,e,c,w,13.85,12.91,b,s,n,u,w,f,f,k,d,u
2688,e,6.51,x,t,n,f,e,c,w,12.46,12.04,b,s,w,u,w,f,f,k,d,a
2689,e,5.62,x,t,n,f,e,c,w,11.25,11.72,b,s,w,u,w,f,f,k,d,u
2690,e,5.4,x,h,n,f,e,c,w,11.87,11.31,b,s,n,u,w,f,f,k,d,a
2691,e,6.12,x,h,n,f,e,c,w,13.49,13.09,b,s,w,u,w,f,f,k,d,a
2692,e,6.17,x,t,n,f,e,c,w,12.34,12.95,b,s,w,u,w,f,f,k,d,a
2693,e,6.0,x,t,n,f,e,c,w,11.98,10.51,b,s,n,u,w,f,f,k,d,u
2694,e,6.83,c,h,n,f,e,c,w,13.67,14.01,b,s,n,u,w,f,f,k,d,a
2695,e,5.57,c,t,n,f,e,c,w,13.94,13.91,b,s,w,u,w,f,f,k,d,a
2696,e,5.67,c,t,n,f,e,c,w,12.66,12.39,b,s,w,u,w,f,f,k,d,a
2697,e,6.0,x,h,n,f,e,c,w,12.97,12.1,b,s,w,u,w,f,f,k,d,u
2698,e,4.71,x,h,n,f,e,c,w,10.14,11.22,b,s,w,u,w,f,f,k,d,u
2699,e,6.31,c,h,n,f,e,c,w,13.26,12.69,b,s,n,u,w,f,f,k,d,u
2700,e,5.69,c,t,n,f,e,c,w,12.79,13.49,b,s,w,u,w,f,f,k,d,a
2701,e,5.66,c,t,n,f,e,c,w,12.1,13.14,b,s,n,u,w,f,f,k,d,u
2702,e,5.5,c,h,n,f,e,c,w,11.55,11.8,b,s,w,u,w,f,f,k,d,a
2703,e,6.21,c,h,n,f,e,c,w,11.35,12.45,b,s,n,u,w,f,f,k,d,u
2704,e,6.12,x,t,n,f,e,c,w,13.2,12.29,b,s,n,u,w,f,f,k,d,u
2705,e,6.24,x,h,n,f,e,c,w,11.82,11.29,b,s,w,u,w,f,f,k,d,u
2706,e,6.81,x,h,n,f,e,c,w,13.45,12.79,b,s,w,u,w,f,f,k,d,a
2707,e,7.04,x,t,n,f,e,c,w,13.74,14.14,b,s,n,u,w,f,f,k,d,u
2708,e,6.28,c,t,n,f,e,c,w,13.06,12.78,b,s,w,u,w,f,f,k,d,u
2709,e,6.29,x,h,n,f,e,c,w,12.67,13.74,b,s,n,u,w,f,f,k,d,u
2710,e,6.22,x,h,n,f,e,c,w,10.86,11.86,b,s,w,u,w,f,f,k,d,u
2711,e,5.94,x,h,n,f,e,c,w,13.04,12.88,b,s,w,u,w,f,f,k,d,a
2712,e,5.47,x,t,n,f,e,c,w,12.35,12.32,b,s,w,u,w,f,f,k,d,a
2713,e,5.89,x,t,n,f,e,c,w,12.49,12.06,b,s,n,u,w,f,f,k,d,a
2714,e,6.05,x,t,n,f,e,c,w,14.12,14.29,b,s,w,u,w,f,f,k,d,a
2715,e,5.24,x,h,n,f,e,c,w,12.74,11.66,b,s,n,u,w,f,f,k,d,u
2716,e,6.25,c,t,n,f,e,c,w,12.26,12.54,b,s,n,u,w,f,f,k,d,a
2717,e,5.39,x,h,n,f,e,c,w,11.59,11.32,b,s,n,u,w,f,f,k,d,a
2718,e,5.7,c,t,n,f,e,c,w,12.57,12.96,b,s,w,u,w,f,f,k,d,u
2719,e,4.46,x,h,n,f,e,c,w,11.17,11.34,b,s,n,u,w,f,f,k,d,a
2720,e,5.24,x,t,n,f,e,c,w,10.6,10.2,b,s,n,u,w,f,f,k,d,u
2721,e,6.39,x,h,n,f,e,c,w,11.96,11.51,b,s,n,u,w,f,f,k,d,a
2722,e,5.65,x,t,n,f,e,c,w,11.55,12.03,b,s,n,u,w,f,f,k,d,u
2723,e,5.53,c,t,n,f,e,c,w,12.22,12.35,b,s,n,u,w,f,f,k,d,a
2724,e,5.49,x,h,n,f,e,c,w,12.3,12.52,b,s,n,u,w,f,f,k,d,u
2725,e,5.47,x,t,n,f,e,c,w,12.75,12.59,b,s,n,u,w,f,f,k,d,u
2726,e,6.47,c,t,n,f,e,c,w,12.6,13.37,b,s,w,u,w,f,f,k,d,a
2727,e,5.57,c,h,n,f,e,c,w,12.23,13.51,b,s,n,u,w,f,f,k,d,u
2728,e,7.08,c,h,n,f,e,c,w,13.71,13.87,b,s,w,u,w,f,f,k,d,a
2729,e,6.88,c,h,n,f,e,c,w,12.66,13.42,b,s,n,u,w,f,f,k,d,a
2730,e,6.38,c,t,n,f,e,c,w,11.68,12.64,b,s,w,u,w,f,f,k,d,u
2731,e,6.57,c,t,n,f,e,c,w,11.77,12.25,b,s,w,u,w,f,f,k,d,a
2732,e,6.06,c,h,n,f,e,c,w,14.67,15.2,b,s,w,u,w,f,f,k,d,a
2733,e,5.88,c,t,n,f,e,c,w,11.47,12.06,b,s,n,u,w,f,f,k,d,a
2734,e,4.83,c,h,n,f,e,c,w,13.21,13.39,b,s,w,u,w,f,f,k,d,u
2735,e,6.5,c,t,n,f,e,c,w,12.17,11.43,b,s,w,u,w,f,f,k,d,u
2736,e,5.26,x,t,n,f,e,c,w,10.61,10.89,b,s,w,u,w,f,f,k,d,a
2737,e,5.8,x,h,n,f,e,c,w,12.89,12.3,b,s,w,u,w,f,f,k,d,u
2738,e,6.19,c,h,n,f,e,c,w,11.79,12.25,b,s,n,u,w,f,f,k,d,a
2739,e,6.49,c,h,n,f,e,c,w,12.76,13.57,b,s,n,u,w,f,f,k,d,u
2740,e,6.75,c,t,n,f,e,c,w,14.1,14.82,b,s,w,u,w,f,f,k,d,a
2741,e,6.96,c,t,n,f,e,c,w,12.68,12.64,b,s,n,u,w,f,f,k,d,u
2742,e,7.02,c,h,n,f,e,c,w,14.53,13.97,b,s,n,u,w,f,f,k,d,u
2743,e,5.51,c,t,n,f,e,c,w,11.85,11.67,b,s,w,u,w,f,f,k,d,u
2744,e,6.33,x,t,n,f,e,c,w,12.92,13.62,b,s,n,u,w,f,f,k,d,a
2745,e,5.25,x,t,n,f,e,c,w,12.87,11.91,b,s,w,u,w,f,f,k,d,a
2746,e,6.23,c,h,n,f,e,c,w,12.89,12.81,b,s,w,u,w,f,f,k,d,a
2747,e,6.38,x,h,n,f,e,c,w,13.39,13.19,b,s,w,u,w,f,f,k,d,a
2748,e,6.06,c,h,n,f,e,c,w,12.12,12.15,b,s,w,u,w,f,f,k,d,a
2749,e,5.79,x,h,n,f,e,c,w,11.88,12.33,b,s,n,u,w,f,f,k,d,a
2750,e,7.22,x,t,n,f,e,c,w,13.34,13.4,b,s,n,u,w,f,f,k,d,a
2751,e,6.14,x,t,n,f,e,c,w,12.34,12.55,b,s,w,u,w,f,f,k,d,a
2752,e,6.19,c,t,n,f,e,c,w,11.5,12.24,b,s,w,u,w,f,f,k,d,u
2753,e,6.22,c,t,n,f,e,c,w,12.33,12.85,b,s,w,u,w,f,f,k,d,u
2754,e,6.15,x,t,n,f,e,c,w,13.39,13.18,b,s,n,u,w,f,f,k,d,a
2755,e,4.94,x,h,n,f,e,c,w,11.89,10.94,b,s,n,u,w,f,f,k,d,a
2756,e,6.2,c,t,n,f,e,c,w,12.1,12.33,b,s,n,u,w,f,f,k,d,u
2757,e,6.3,c,t,n,f,e,c,w,12.39,13.26,b,s,n,u,w,f,f,k,d,a
2758,e,6.24,x,t,n,f,e,c,w,11.91,12.38,b,s,w,u,w,f,f,k,d,u
2759,e,5.44,x,h,n,f,e,c,w,12.4,11.98,b,s,w,u,w,f,f,k,d,a
2760,e,7.01,x,h,n,f,e,c,w,12.39,12.16,b,s,n,u,w,f,f,k,d,u
2761,e,5.39,c,h,n,f,e,c,w,11.65,12.85,b,s,n,u,w,f,f,k,d,a
2762,e,5.91,c,h,n,f,e,c,w,12.3,12.16,b,s,w,u,w,f,f,k,d,u
2763,e,4.92,x,t,n,f,e,c,w,12.16,12.09,b,s,n,u,w,f,f,k,d,u
2764,e,6.48,c,h,n,f,e,c,w,13.59,12.73,b,s,w,u,w,f,f,k,d,u
2765,e,4.14,c,t,n,f,e,c,w,12.0,11.34,b,s,w,u,w,f,f,k,d,a
2766,e,4.61,c,t,n,f,e,c,w,10.93,11.03,b,s,n,u,w,f,f,k,d,a
2767,e,6.33,x,t,n,f,e,c,w,12.51,12.87,b,s,n,u,w,f,f,k,d,a
2768,e,5.98,x,t,n,f,e,c,w,11.53,12.56,b,s,w,u,w,f,f,k,d,a
2769,e,7.31,c,h,n,f,e,c,w,13.05,12.65,b,s,n,u,w,f,f,k,d,u
2770,e,5.86,c,h,n,f,e,c,w,12.74,12.98,b,s,n,u,w,f,f,k,d,u
2771,e,5.84,c,t,n,f,e,c,w,12.21,11.36,b,s,w,u,w,f,f,k,d,u
2772,e,5.14,c,t,n,f,e,c,w,11.56,11.33,b,s,w,u,w,f,f,k,d,u
2773,e,5.1,c,t,n,f,e,c,w,11.98,12.0,b,s,w,u,w,f,f,k,d,u
2774,e,6.2,c,h,n,f,e,c,w,12.27,12.5,b,s,w,u,w,f,f,k,d,a
2775,e,6.5,c,h,n,f,e,c,w,10.82,11.56,b,s,n,u,w,f,f,k,d,u
2776,e,7.06,c,t,n,f,e,c,w,12.97,12.9,b,s,w,u,w,f,f,k,d,a
2777,e,6.01,c,t,n,f,e,c,w,12.15,11.29,b,s,w,u,w,f,f,k,d,u
2778,e,7.27,x,h,n,f,e,c,w,13.86,14.07,b,s,w,u,w,f,f,k,d,a
2779,e,6.22,c,t,n,f,e,c,w,10.94,11.64,b,s,n,u,w,f,f,k,d,u
2780,e,6.75,x,h,n,f,e,c,w,13.65,14.0,b,s,w,u,w,f,f,k,d,u
2781,e,5.79,c,t,n,f,e,c,w,11.61,12.45,b,s,w,u,w,f,f,k,d,u
2782,e,6.74,x,h,n,f,e,c,w,13.08,13.21,b,s,n,u,w,f,f,k,d,a
2783,e,5.48,x,h,n,f,e,c,w,11.67,10.67,b,s,n,u,w,f,f,k,d,u
2784,e,5.68,c,h,n,f,e,c,w,10.87,11.25,b,s,n,u,w,f,f,k,d,u
2785,e,5.55,x,h,n,f,e,c,w,11.18,11.66,b,s,w,u,w,f,f,k,d,a
2786,e,6.18,c,t,n,f,e,c,w,12.29,12.71,b,s,n,u,w,f,f,k,d,u
2787,e,5.59,x,t,n,f,e,c,w,12.35,11.33,b,s,n,u,w,f,f,k,d,a
2788,e,6.46,c,t,n,f,e,c,w,12.6,11.74,b,s,w,u,w,f,f,k,d,u
2789,e,6.12,c,h,n,f,e,c,w,12.22,12.92,b,s,w,u,w,f,f,k,d,a
2790,e,5.75,c,t,n,f,e,c,w,11.35,10.77,b,s,n,u,w,f,f,k,d,u
2791,e,5.83,x,t,n,f,e,c,w,12.55,12.31,b,s,w,u,w,f,f,k,d,u
2792,e,6.44,x,h,n,f,e,c,w,12.23,12.77,b,s,w,u,w,f,f,k,d,u
2793,e,7.27,x,t,n,f,e,c,w,13.42,12.77,b,s,w,u,w,f,f,k,d,u
2794,e,5.41,x,h,n,f,e,c,w,11.81,12.72,b,s,w,u,w,f,f,k,d,u
2795,e,7.17,c,h,n,f,e,c,w,13.64,14.98,b,s,n,u,w,f,f,k,d,u
2796,e,6.02,x,h,n,f,e,c,w,13.25,12.38,b,s,w,u,w,f,f,k,d,u
2797,e,6.09,c,t,n,f,e,c,w,11.95,11.69,b,s,n,u,w,f,f,k,d,a
2798,e,5.33,c,t,n,f,e,c,w,11.95,12.29,b,s,w,u,w,f,f,k,d,u
2799,e,4.57,x,t,n,f,e,c,w,10.96,10.43,b,s,n,u,w,f,f,k,d,u
2800,e,5.2,c,t,n,f,e,c,w,12.43,13.25,b,s,n,u,w,f,f,k,d,u
2801,e,6.1,c,t,n,f,e,c,w,12.81,12.66,b,s,n,u,w,f,f,k,d,a
2802,e,6.15,c,h,n,f,e,c,w,12.56,12.68,b,s,n,u,w,f,f,k,d,u
2803,e,5.17,x,t,n,f,e,c,w,11.75,12.74,b,s,n,u,w,f,f,k,d,a
2804,e,6.5,x,t,n,f,e,c,w,12.8,13.39,b,s,n,u,w,f,f,k,d,u
2805,e,5.42,x,t,n,f,e,c,w,12.34,11.94,b,s,n,u,w,f,f,k,d,a
2806,e,7.22,x,t,n,f,e,c,w,13.51,13.32,b,s,n,u,w,f,f,k,d,a
2807,e,6.31,c,t,n,f,e,c,w,13.25,13.6,b,s,n,u,w,f,f,k,d,a
2808,e,5.26,x,t,n,f,e,c,w,13.11,11.86,b,s,n,u,w,f,f,k,d,a
2809,e,5.55,x,t,n,f,e,c,w,12.77,12.97,b,s,w,u,w,f,f,k,d,a
2810,e,5.43,x,t,n,f,e,c,w,10.2,11.05,b,s,w,u,w,f,f,k,d,a
2811,e,6.85,x,h,n,f,e,c,w,13.26,13.26,b,s,w,u,w,f,f,k,d,u
2812,e,6.28,c,t,n,f,e,c,w,13.82,13.8,b,s,n,u,w,f,f,k,d,u
2813,e,5.18,x,t,n,f,e,c,w,11.38,12.09,b,s,n,u,w,f,f,k,d,u
2814,e,5.49,x,h,n,f,e,c,w,12.3,12.04,b,s,n,u,w,f,f,k,d,a
2815,e,4.88,c,h,n,f,e,c,w,10.53,11.35,b,s,w,u,w,f,f,k,d,a
2816,e,6.6,c,t,n,f,e,c,w,13.29,13.08,b,s,w,u,w,f,f,k,d,u
2817,e,3.77,c,t,n,f,e,c,w,10.28,9.26,b,s,w,u,w,f,f,k,d,a
2818,e,6.04,x,h,n,f,e,c,w,12.31,11.88,b,s,w,u,w,f,f,k,d,a
2819,e,6.52,c,h,n,f,e,c,w,13.13,13.96,b,s,n,u,w,f,f,k,d,u
2820,e,6.14,c,h,n,f,e,c,w,11.61,12.71,b,s,n,u,w,f,f,k,d,a
2821,e,5.85,x,h,n,f,e,c,w,13.13,13.33,b,s,w,u,w,f,f,k,d,a
2822,e,7.72,x,t,n,f,e,c,w,13.58,14.46,b,s,w,u,w,f,f,k,d,a
2823,e,5.99,x,h,n,f,e,c,w,12.05,11.99,b,s,n,u,w,f,f,k,d,a
2824,e,13.87,f,y,n,f,a,c,w,19.78,19.85,s,s,n,u,w,t,m,k,m,a
2825,e,18.38,p,y,w,f,a,c,w,22.73,17.63,s,s,n,u,w,t,m,k,m,a
2826,e,18.05,f,y,n,f,a,c,w,29.94,22.31,s,s,n,u,w,t,m,k,m,u
2827,e,16.67,f,y,n,f,a,c,w,23.63,19.32,s,s,n,u,w,t,m,k,d,u
2828,e,19.6,f,y,w,f,a,c,w,27.46,22.04,s,s,n,u,w,t,m,k,d,u
2829,e,18.8,f,y,w,f,a,c,w,22.38,19.59,s,s,n,u,w,t,m,k,m,a
2830,e,19.82,p,y,w,f,a,c,w,25.88,20.37,s,s,n,u,w,t,m,k,d,u
2831,e,15.0,p,y,n,f,a,c,w,22.14,19.46,s,s,n,u,w,t,m,k,m,u
2832,e,21.29,p,y,w,f,a,c,w,28.42,20.19,s,s,n,u,w,t,m,k,m,u
2833,e,23.96,p,y,n,f,a,c,w,30.4,20.56,s,s,n,u,w,t,m,k,m,u
2834,e,21.38,f,y,n,f,a,c,w,23.76,21.37,s,s,n,u,w,t,m,k,d,u
2835,e,20.61,p,y,n,f,a,c,w,24.86,19.51,s,s,n,u,w,t,m,k,d,u
2836,e,19.5,p,y,w,f,a,c,w,26.85,20.03,s,s,n,u,w,t,m,k,m,a
2837,e,13.89,f,y,n,f,a,c,w,22.0,19.69,s,s,n,u,w,t,m,k,d,u
2838,e,16.74,p,y,w,f,a,c,w,22.01,20.84,s,s,n,u,w,t,m,k,d,a
2839,e,20.79,f,y,n,f,a,c,w,29.84,22.1,s,s,n,u,w,t,m,k,d,u
2840,e,18.59,f,y,w,f,a,c,w,27.43,21.13,s,s,n,u,w,t,m,k,m,a
2841,e,20.48,f,y,n,f,a,c,w,27.16,19.42,s,s,n,u,w,t,m,k,m,a
2842,e,15.64,p,y,n,f,a,c,w,24.52,19.45,s,s,n,u,w,t,m,k,d,u
2843,e,16.08,f,y,w,f,a,c,w,23.91,20.28,s,s,n,u,w,t,m,k,d,u
2844,e,17.09,f,y,n,f,a,c,w,26.47,18.82,s,s,n,u,w,t,m,k,d,u
2845,e,16.03,p,y,w,f,a,c,w,21.17,16.79,s,s,n,u,w,t,m,k,m,a
2846,e,15.91,p,y,n,f,a,c,w,25.54,20.92,s,s,n,u,w,t,m,k,m,a
2847,e,14.94,f,y,n,f,a,c,w,24.71,16.55,s,s,n,u,w,t,m,k,d,u
2848,e,16.68,p,y,w,f,a,c,w,25.61,19.61,s,s,n,u,w,t,m,k,m,a
2849,e,19.17,p,y,w,f,a,c,w,27.47,21.5,s,s,n,u,w,t,m,k,d,a
2850,e,17.22,f,y,w,f,a,c,w,26.16,20.39,s,s,n,u,w,t,m,k,d,u
2851,e,16.78,p,y,n,f,a,c,w,21.57,18.65,s,s,n,u,w,t,m,k,d,a
2852,e,16.31,p,y,w,f,a,c,w,23.1,19.08,s,s,n,u,w,t,m,k,d,u
2853,e,15.28,f,y,w,f,a,c,w,28.3,19.76,s,s,n,u,w,t,m,k,d,a
2854,e,21.83,p,y,n,f,a,c,w,29.52,22.0,s,s,n,u,w,t,m,k,d,u
2855,e,25.98,f,y,w,f,a,c,w,25.6,18.58,s,s,n,u,w,t,m,k,m,u
2856,e,19.58,f,y,w,f,a,c,w,25.93,21.24,s,s,n,u,w,t,m,k,d,a
2857,e,15.51,p,y,w,f,a,c,w,25.65,19.34,s,s,n,u,w,t,m,k,m,u
2858,e,13.37,f,y,w,f,a,c,w,23.69,21.44,s,s,n,u,w,t,m,k,m,a
2859,e,20.74,f,y,n,f,a,c,w,28.75,22.82,s,s,n,u,w,t,m,k,m,u
2860,e,19.79,f,y,n,f,a,c,w,31.74,21.3,s,s,n,u,w,t,m,k,m,a
2861,e,16.31,f,y,n,f,a,c,w,29.16,22.94,s,s,n,u,w,t,m,k,m,a
2862,e,18.93,p,y,n,f,a,c,w,25.12,19.06,s,s,n,u,w,t,m,k,d,a
2863,e,18.51,p,y,n,f,a,c,w,26.72,21.05,s,s,n,u,w,t,m,k,d,u
2864,e,19.36,p,y,w,f,a,c,w,31.36,22.01,s,s,n,u,w,t,m,k,m,u
2865,e,15.96,f,y,n,f,a,c,w,24.8,19.51,s,s,n,u,w,t,m,k,d,a
2866,e,17.8,p,y,w,f,a,c,w,22.34,19.34,s,s,n,u,w,t,m,k,m,u
2867,e,16.35,p,y,n,f,a,c,w,21.8,17.48,s,s,n,u,w,t,m,k,m,u
2868,e,18.82,f,y,n,f,a,c,w,26.4,20.21,s,s,n,u,w,t,m,k,d,a
2869,e,17.67,f,y,w,f,a,c,w,26.16,19.29,s,s,n,u,w,t,m,k,m,u
2870,e,21.17,f,y,n,f,a,c,w,33.92,24.05,s,s,n,u,w,t,m,k,m,a
2871,e,15.75,f,y,w,f,a,c,w,21.65,17.66,s,s,n,u,w,t,m,k,m,u
2872,e,15.27,p,y,n,f,a,c,w,21.28,18.98,s,s,n,u,w,t,m,k,m,u
2873,e,17.32,p,y,w,f,a,c,w,28.18,20.72,s,s,n,u,w,t,m,k,m,u
2874,e,19.77,f,y,w,f,a,c,w,28.32,21.36,s,s,n,u,w,t,m,k,d,a
2875,e,15.4,p,y,n,f,a,c,w,18.53,16.55,s,s,n,u,w,t,m,k,d,a
2876,e,16.85,p,y,n,f,a,c,w,23.42,19.27,s,s,n,u,w,t,m,k,d,a
2877,e,17.37,p,y,w,f,a,c,w,22.08,19.74,s,s,n,u,w,t,m,k,m,a
2878,e,15.13,f,y,w,f,a,c,w,23.77,19.82,s,s,n,u,w,t,m,k,d,a
2879,e,21.45,f,y,w,f,a,c,w,29.36,23.19,s,s,n,u,w,t,m,k,d,a
2880,e,19.15,f,y,w,f,a,c,w,30.07,22.82,s,s,n,u,w,t,m,k,m,u
